chaperone_ensembl,chaperone_gene_name,chaperone_uniprot,interactor_ensembl,interactor_gene_name,interactor_uniprot
ENSG00000144381,HSPD1,P10809,ENSG00000059573,ALDH18A1,P54886
ENSG00000144381,HSPD1,P10809,ENSG00000138029,HADHB,P55084
ENSG00000144381,HSPD1,P10809,ENSG00000184983,NDUFA6,P56556
ENSG00000144381,HSPD1,P10809,ENSG00000108064,TFAM,Q00059
ENSG00000144381,HSPD1,P10809,ENSG00000105953,OGDH,Q02218
ENSG00000144381,HSPD1,P10809,ENSG00000106028,SSBP1,Q04837
ENSG00000144381,HSPD1,P10809,ENSG00000165688,PMPCA,Q10713
ENSG00000144381,HSPD1,P10809,ENSG00000112992,NNT,Q13423
ENSG00000144381,HSPD1,P10809,ENSG00000125656,CLPP,Q16740
ENSG00000144381,HSPD1,P10809,ENSG00000138078,PREPL,Q4J6C6
ENSG00000144381,HSPD1,P10809,ENSG00000137411,VARS2,Q5ST30
ENSG00000144381,HSPD1,P10809,ENSG00000156502,SUPV3L1,Q8IYB8
ENSG00000144381,HSPD1,P10809,ENSG00000181192,DHTKD1,Q96HY7
ENSG00000144381,HSPD1,P10809,ENSG00000168827,GFM1,Q96RP9
ENSG00000144381,HSPD1,P10809,ENSG00000006744,ELAC2,Q9BQ52
ENSG00000144381,HSPD1,P10809,ENSG00000214113,LYRM4,Q9HD34
ENSG00000144381,HSPD1,P10809,ENSG00000113272,THG1L,Q9NWX6
ENSG00000144381,HSPD1,P10809,ENSG00000186010,NDUFA13,Q9P0J0
ENSG00000144381,HSPD1,P10809,ENSG00000008311,AASS,Q9UDR5
ENSG00000144381,HSPD1,P10809,ENSG00000147853,AK3,Q9UIJ7
ENSG00000144381,HSPD1,P10809,ENSG00000074582,BCS1L,Q9Y276
ENSG00000144381,HSPD1,P10809,ENSG00000141385,AFG3L2,Q9Y4W6
ENSG00000144381,HSPD1,P10809,ENSG00000244005,NFS1,Q9Y697
ENSG00000144381,HSPD1,P10809,ENSG00000101557,USP14,P54578
ENSG00000144381,HSPD1,P10809,ENSG00000187097,ENTPD5,O75356
ENSG00000144381,HSPD1,P10809,ENSG00000011028,MRC2,Q9UBG0
ENSG00000144381,HSPD1,P10809,ENSG00000089022,MAPKAPK5,Q8IW41
ENSG00000144381,HSPD1,P10809,ENSG00000119397,CNTRL,Q7Z7A1
ENSG00000144381,HSPD1,P10809,ENSG00000183668,PSG9,Q00887
ENSG00000144381,HSPD1,P10809,ENSG00000143376,SNX27,Q96L92
ENSG00000144381,HSPD1,P10809,ENSG00000213079,SCAF8,Q9UPN6
ENSG00000144381,HSPD1,P10809,ENSG00000231852,CYP21A2,P08686
ENSG00000144381,HSPD1,P10809,ENSG00000108405,P2RX1,P51575
ENSG00000144381,HSPD1,P10809,ENSG00000103152,MPG,P29372
ENSG00000144381,HSPD1,P10809,ENSG00000152818,UTRN,P46939
ENSG00000144381,HSPD1,P10809,ENSG00000111530,CAND1,Q86VP6
ENSG00000144381,HSPD1,P10809,ENSG00000139842,CUL4A,Q13619
ENSG00000144381,HSPD1,P10809,ENSG00000285246,NEDD8,Q15843
ENSG00000144381,HSPD1,P10809,ENSG00000121022,COPS5,Q92905
ENSG00000144381,HSPD1,P10809,ENSG00000134317,GRHL1,Q9NZI5
ENSG00000144381,HSPD1,P10809,ENSG00000182923,CEP63,Q96MT8
ENSG00000144381,HSPD1,P10809,ENSG00000158161,EYA3,Q99504
ENSG00000144381,HSPD1,P10809,ENSG00000133104,SPART,Q8N0X7
ENSG00000144381,HSPD1,P10809,ENSG00000069956,MAPK6,Q16659
ENSG00000144381,HSPD1,P10809,ENSG00000127334,DYRK2,Q92630
ENSG00000144381,HSPD1,P10809,ENSG00000134398,ERN2,Q76MJ5
ENSG00000144381,HSPD1,P10809,ENSG00000002016,RAD52,P43351
ENSG00000144381,HSPD1,P10809,ENSG00000139112,GABARAPL1,Q9H0R8
ENSG00000144381,HSPD1,P10809,ENSG00000034713,GABARAPL2,P60520
ENSG00000144381,HSPD1,P10809,ENSG00000154930,ACSS1,Q9NUB1
ENSG00000144381,HSPD1,P10809,ENSG00000102125,TAFAZZIN,Q16635
ENSG00000144381,HSPD1,P10809,ENSG00000110090,CPT1A,P50416
ENSG00000144381,HSPD1,P10809,ENSG00000117411,B4GALT2,O60909
ENSG00000144381,HSPD1,P10809,ENSG00000277926,NEU4,Q8WWR8
ENSG00000144381,HSPD1,P10809,ENSG00000205220,PSMB10,P40306
ENSG00000144381,HSPD1,P10809,ENSG00000092621,PHGDH,O43175
ENSG00000144381,HSPD1,P10809,ENSG00000117461,PIK3R3,Q92569
ENSG00000144381,HSPD1,P10809,ENSG00000163491,NEK10,Q6ZWH5
ENSG00000144381,HSPD1,P10809,ENSG00000077549,CAPZB,P47756
ENSG00000144381,HSPD1,P10809,ENSG00000130707,ASS1,P00966
ENSG00000144381,HSPD1,P10809,ENSG00000103168,TAF1C,Q15572
ENSG00000144381,HSPD1,P10809,ENSG00000066926,FECH,P22830
ENSG00000144381,HSPD1,P10809,ENSG00000077514,POLD3,Q15054
ENSG00000144381,HSPD1,P10809,ENSG00000110367,DDX6,P26196
ENSG00000144381,HSPD1,P10809,ENSG00000179914,ITLN1,Q8WWA0
ENSG00000144381,HSPD1,P10809,ENSG00000158850,B4GALT3,O60512
ENSG00000144381,HSPD1,P10809,ENSG00000174720,LARP7,Q4G0J3
ENSG00000144381,HSPD1,P10809,ENSG00000162692,VCAM1,P19320
ENSG00000144381,HSPD1,P10809,ENSG00000096401,CDC5L,Q99459
ENSG00000144381,HSPD1,P10809,ENSG00000184047,DIABLO,Q9NR28
ENSG00000100209,HSCB,Q8IWL3,ENSG00000099817,POLR2E,P19388
ENSG00000100209,HSCB,Q8IWL3,ENSG00000153201,RANBP2,P49792
ENSG00000100209,HSCB,Q8IWL3,ENSG00000101347,SAMHD1,Q9Y3Z3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137575,SDCBP,O00560
ENSG00000100209,HSCB,Q8IWL3,ENSG00000060237,WNK1,Q9H4A3
ENSG00000100209,HSCB,Q8IWL3,ENSG00000145592,RPL37,P61927
ENSG00000100209,HSCB,Q8IWL3,ENSG00000197102,DYNC1H1,Q14204
ENSG00000080824,HSP90AA1,P07900,ENSG00000080824,HSP90AA1,P07900
ENSG00000144381,HSPD1,P10809,ENSG00000262845,KRT40,Q6A162
ENSG00000144381,HSPD1,P10809,ENSG00000100225,FBXO7,Q9Y3I1
ENSG00000144381,HSPD1,P10809,ENSG00000196878,LAMB3,Q13751
ENSG00000144381,HSPD1,P10809,ENSG00000168411,RFWD3,Q6PCD5
ENSG00000144381,HSPD1,P10809,ENSG00000126215,XRCC3,O43542
ENSG00000144381,HSPD1,P10809,ENSG00000134574,DDB2,Q92466
ENSG00000144381,HSPD1,P10809,ENSG00000167770,OTUB1,Q96FW1
ENSG00000144381,HSPD1,P10809,ENSG00000283949,DUX4,Q9UBX2
ENSG00000144381,HSPD1,P10809,ENSG00000137713,PPP2R1B,P30154
ENSG00000144381,HSPD1,P10809,ENSG00000156256,USP16,Q9Y5T5
ENSG00000144381,HSPD1,P10809,ENSG00000110536,PTPMT1,Q8WUK0
ENSG00000144381,HSPD1,P10809,ENSG00000250479,CHCHD10,Q8WYQ3
ENSG00000144381,HSPD1,P10809,ENSG00000167186,COQ7,Q99807
ENSG00000144381,HSPD1,P10809,ENSG00000163050,COQ8A,Q8NI60
ENSG00000144381,HSPD1,P10809,ENSG00000123815,COQ8B,Q96D53
ENSG00000144381,HSPD1,P10809,ENSG00000122126,OCRL,Q01968
ENSG00000144381,HSPD1,P10809,ENSG00000111275,ALDH2,P05091
ENSG00000144381,HSPD1,P10809,ENSG00000120333,MRPS14,O60783
ENSG00000144381,HSPD1,P10809,ENSG00000110955,ATP5F1B,P06576
ENSG00000144381,HSPD1,P10809,ENSG00000083123,BCKDHB,P21953
ENSG00000144381,HSPD1,P10809,ENSG00000165672,PRDX3,P30048
ENSG00000144381,HSPD1,P10809,ENSG00000183010,PYCR1,P32322
ENSG00000144381,HSPD1,P10809,ENSG00000182199,SHMT2,P34897
ENSG00000144381,HSPD1,P10809,ENSG00000140521,POLG,P54098
ENSG00000144381,HSPD1,P10809,ENSG00000175110,MRPS22,P82650
ENSG00000144381,HSPD1,P10809,ENSG00000048544,MRPS10,P82664
ENSG00000144381,HSPD1,P10809,ENSG00000061794,MRPS35,P82673
ENSG00000144381,HSPD1,P10809,ENSG00000144029,MRPS5,P82675
ENSG00000144381,HSPD1,P10809,ENSG00000181991,MRPS11,P82912
ENSG00000144381,HSPD1,P10809,ENSG00000116898,MRPS15,P82914
ENSG00000144381,HSPD1,P10809,ENSG00000266472,MRPS21,P82921
ENSG00000144381,HSPD1,P10809,ENSG00000074071,MRPS34,P82930
ENSG00000144381,HSPD1,P10809,ENSG00000243927,MRPS6,P82932
ENSG00000144381,HSPD1,P10809,ENSG00000135972,MRPS9,P82933
ENSG00000144381,HSPD1,P10809,ENSG00000138796,HADH,Q16836
ENSG00000144381,HSPD1,P10809,ENSG00000174173,TRMT10C,Q7L0Y3
ENSG00000144381,HSPD1,P10809,ENSG00000138035,PNPT1,Q8TCS8
ENSG00000144381,HSPD1,P10809,ENSG00000113048,MRPS27,Q92552
ENSG00000144381,HSPD1,P10809,ENSG00000102738,MRPS31,Q92665
ENSG00000144381,HSPD1,P10809,ENSG00000062582,MRPS24,Q96EL2
ENSG00000144381,HSPD1,P10809,ENSG00000204822,MRPL53,Q96EL3
ENSG00000144381,HSPD1,P10809,ENSG00000125901,MRPS26,Q9BYN8
ENSG00000144381,HSPD1,P10809,ENSG00000090263,MRPS33,Q9Y291
ENSG00000144381,HSPD1,P10809,ENSG00000147586,MRPS28,Q9Y2Q9
ENSG00000144381,HSPD1,P10809,ENSG00000239789,MRPS17,Q9Y2R5
ENSG00000144381,HSPD1,P10809,ENSG00000125445,MRPS7,Q9Y2R9
ENSG00000144381,HSPD1,P10809,ENSG00000122140,MRPS2,Q9Y399
ENSG00000144381,HSPD1,P10809,ENSG00000182180,MRPS16,Q9Y3D3
ENSG00000144381,HSPD1,P10809,ENSG00000163319,MRPS18C,Q9Y3D5
ENSG00000144381,HSPD1,P10809,ENSG00000181610,MRPS23,Q9Y3D9
ENSG00000144381,HSPD1,P10809,ENSG00000145388,METTL14,Q9HCE5
ENSG00000144381,HSPD1,P10809,ENSG00000114107,CEP70,Q8NHQ1
ENSG00000144381,HSPD1,P10809,ENSG00000197191,CYSRT1,A8MQ03
ENSG00000144381,HSPD1,P10809,ENSG00000156475,PPP2R2B,Q00005
ENSG00000144381,HSPD1,P10809,ENSG00000154803,FLCN,Q8NFG4
ENSG00000144381,HSPD1,P10809,ENSG00000175595,ERCC4,Q92889
ENSG00000144381,HSPD1,P10809,ENSG00000134698,AGO4,Q9HCK5
ENSG00000144381,HSPD1,P10809,ENSG00000108094,CUL2,Q13617
ENSG00000144381,HSPD1,P10809,ENSG00000103811,CTSH,P09668
ENSG00000144381,HSPD1,P10809,ENSG00000153233,PTPRR,Q15256
ENSG00000144381,HSPD1,P10809,ENSG00000115091,ACTR3,P61158
ENSG00000144381,HSPD1,P10809,ENSG00000136861,CDK5RAP2,Q96SN8
ENSG00000144381,HSPD1,P10809,ENSG00000006634,DBF4,Q9UBU7
ENSG00000144381,HSPD1,P10809,ENSG00000106772,PRUNE2,Q8WUY3
ENSG00000144381,HSPD1,P10809,ENSG00000104413,ESRP1,Q6NXG1
ENSG00000144381,HSPD1,P10809,ENSG00000196388,INCA1,Q0VD86
ENSG00000144381,HSPD1,P10809,ENSG00000100285,NEFH,P12036
ENSG00000144381,HSPD1,P10809,ENSG00000004779,NDUFAB1,O14561
ENSG00000144381,HSPD1,P10809,ENSG00000168283,BMI1,P35226
ENSG00000144381,HSPD1,P10809,ENSG00000057657,PRDM1,O75626
ENSG00000144381,HSPD1,P10809,ENSG00000170296,GABARAP,O95166
ENSG00000144381,HSPD1,P10809,ENSG00000226257,STK19,P49842
ENSG00000144381,HSPD1,P10809,ENSG00000132376,INPP5K,Q9BT40
ENSG00000144381,HSPD1,P10809,ENSG00000116221,MRPL37,Q9BZE1
ENSG00000144381,HSPD1,P10809,ENSG00000170027,YWHAG,P61981
ENSG00000144381,HSPD1,P10809,ENSG00000175899,A2M,P01023
ENSG00000144381,HSPD1,P10809,ENSG00000092847,AGO1,Q9UL18
ENSG00000100209,HSCB,Q8IWL3,ENSG00000215301,DDX3X,O00571
ENSG00000100209,HSCB,Q8IWL3,ENSG00000115415,STAT1,P42224
ENSG00000100209,HSCB,Q8IWL3,ENSG00000164885,CDK5,Q00535
ENSG00000100209,HSCB,Q8IWL3,ENSG00000137275,RIPK1,Q13546
ENSG00000100209,HSCB,Q8IWL3,ENSG00000132646,PCNA,P12004
ENSG00000144381,HSPD1,P10809,ENSG00000147509,RGS20,O76081
ENSG00000144381,HSPD1,P10809,ENSG00000254997,KRTAP5-9,P26371
ENSG00000144381,HSPD1,P10809,ENSG00000187766,KRTAP10-8,P60410
ENSG00000144381,HSPD1,P10809,ENSG00000292029,KRT31,Q15323
ENSG00000144381,HSPD1,P10809,ENSG00000264343,NOTCH2NLA,Q7Z3S9
ENSG00000144381,HSPD1,P10809,ENSG00000167553,TUBA1C,Q9BQE3
ENSG00000144381,HSPD1,P10809,ENSG00000131462,TUBG1,P23258
ENSG00000144381,HSPD1,P10809,ENSG00000183337,BCOR,Q6W2J9
ENSG00000144381,HSPD1,P10809,ENSG00000177606,JUN,P05412
ENSG00000144381,HSPD1,P10809,ENSG00000032742,IFT88,Q13099
ENSG00000144381,HSPD1,P10809,ENSG00000142082,SIRT3,Q9NTG7
ENSG00000144381,HSPD1,P10809,ENSG00000166902,MRPL16,Q9NX20
ENSG00000144381,HSPD1,P10809,ENSG00000172531,PPP1CA,P62136
ENSG00000144381,HSPD1,P10809,ENSG00000115419,GLS,O94925
ENSG00000144381,HSPD1,P10809,ENSG00000114686,MRPL3,P09001
ENSG00000144381,HSPD1,P10809,ENSG00000196365,LONP1,P36776
ENSG00000144381,HSPD1,P10809,ENSG00000115364,MRPL19,P49406
ENSG00000144381,HSPD1,P10809,ENSG00000132676,DAP3,P51398
ENSG00000144381,HSPD1,P10809,ENSG00000131368,MRPS25,P82663
ENSG00000144381,HSPD1,P10809,ENSG00000180992,MRPL14,Q6P1L8
ENSG00000144381,HSPD1,P10809,ENSG00000197345,MRPL21,Q7Z2W9
ENSG00000144381,HSPD1,P10809,ENSG00000159111,MRPL10,Q7Z7H8
ENSG00000144381,HSPD1,P10809,ENSG00000182154,MRPL41,Q8IXM3
ENSG00000144381,HSPD1,P10809,ENSG00000136897,MRPL50,Q8N5N7
ENSG00000144381,HSPD1,P10809,ENSG00000055950,MRPL43,Q8N983
ENSG00000144381,HSPD1,P10809,ENSG00000143314,MRPL24,Q96A35
ENSG00000144381,HSPD1,P10809,ENSG00000204316,MRPL38,Q96DV4
ENSG00000144381,HSPD1,P10809,ENSG00000132300,PTCD3,Q96EY7
ENSG00000144381,HSPD1,P10809,ENSG00000175581,MRPL48,Q96GC5
ENSG00000144381,HSPD1,P10809,ENSG00000277936,MRPL45,Q9BRJ2
ENSG00000144381,HSPD1,P10809,ENSG00000242485,MRPL20,Q9BYC9
ENSG00000144381,HSPD1,P10809,ENSG00000172172,MRPL13,Q9BYD1
ENSG00000144381,HSPD1,P10809,ENSG00000143436,MRPL9,Q9BYD2
ENSG00000144381,HSPD1,P10809,ENSG00000105364,MRPL4,Q9BYD3
ENSG00000144381,HSPD1,P10809,ENSG00000259494,MRPL46,Q9H2W6
ENSG00000144381,HSPD1,P10809,ENSG00000135900,MRPL44,Q9H9J2
ENSG00000144381,HSPD1,P10809,ENSG00000136522,MRPL47,Q9HD33
ENSG00000144381,HSPD1,P10809,ENSG00000112996,MRPS30,Q9NP92
ENSG00000144381,HSPD1,P10809,ENSG00000175756,AURKAIP1,Q9NWT8
ENSG00000144381,HSPD1,P10809,ENSG00000154719,MRPL39,Q9NYK5
ENSG00000144381,HSPD1,P10809,ENSG00000108826,MRPL27,Q9P0M9
ENSG00000144381,HSPD1,P10809,ENSG00000204568,MRPS18B,Q9Y676
ENSG00000144381,HSPD1,P10809,ENSG00000198015,MRPL42,Q9Y6G3
ENSG00000144381,HSPD1,P10809,ENSG00000292033,KRT34,O76011
ENSG00000144381,HSPD1,P10809,ENSG00000127914,AKAP9,Q99996
ENSG00000144381,HSPD1,P10809,ENSG00000239672,NME1,P15531
ENSG00000144381,HSPD1,P10809,ENSG00000126583,PRKCG,P05129
ENSG00000144381,HSPD1,P10809,ENSG00000033327,GAB2,Q9UQC2
ENSG00000144381,HSPD1,P10809,ENSG00000176720,BOK,Q9UMX3
ENSG00000144381,HSPD1,P10809,ENSG00000241404,EGFL8,Q99944
ENSG00000144381,HSPD1,P10809,ENSG00000161509,GRIN2C,Q14957
ENSG00000144381,HSPD1,P10809,ENSG00000136937,NCBP1,Q09161
ENSG00000144381,HSPD1,P10809,ENSG00000140941,MAP1LC3B,Q9GZQ8
ENSG00000144381,HSPD1,P10809,ENSG00000102145,GATA1,P15976
ENSG00000144381,HSPD1,P10809,ENSG00000179348,GATA2,P23769
ENSG00000144381,HSPD1,P10809,ENSG00000070770,CSNK2A2,P19784
ENSG00000144381,HSPD1,P10809,ENSG00000039068,CDH1,P12830
ENSG00000144381,HSPD1,P10809,ENSG00000167862,MRPL58,Q14197
ENSG00000144381,HSPD1,P10809,ENSG00000100603,SNW1,Q13573
ENSG00000144381,HSPD1,P10809,ENSG00000087470,DNM1L,O00429
ENSG00000100209,HSCB,Q8IWL3,ENSG00000169032,MAP2K1,Q02750
ENSG00000100209,HSCB,Q8IWL3,ENSG00000145386,CCNA2,P20248
ENSG00000144381,HSPD1,P10809,ENSG00000197943,PLCG2,P16885
ENSG00000144381,HSPD1,P10809,ENSG00000152234,ATP5F1A,P25705
ENSG00000144381,HSPD1,P10809,ENSG00000214274,ANG,P03950
ENSG00000144381,HSPD1,P10809,ENSG00000044574,HSPA5,P11021
ENSG00000144381,HSPD1,P10809,ENSG00000108179,PPIF,P30405
ENSG00000144381,HSPD1,P10809,ENSG00000072506,HSD17B10,Q99714
ENSG00000144381,HSPD1,P10809,ENSG00000165819,METTL3,Q86U44
ENSG00000144381,HSPD1,P10809,ENSG00000100697,DICER1,Q9UPY3
ENSG00000144381,HSPD1,P10809,ENSG00000137462,TLR2,O60603
ENSG00000144381,HSPD1,P10809,ENSG00000147162,OGT,O15294
ENSG00000144381,HSPD1,P10809,ENSG00000171557,FGG,P02679
ENSG00000144381,HSPD1,P10809,ENSG00000168040,FADD,Q13158
ENSG00000144381,HSPD1,P10809,ENSG00000036257,CUL3,Q13618
ENSG00000144381,HSPD1,P10809,ENSG00000140009,ESR2,Q92731
ENSG00000144381,HSPD1,P10809,ENSG00000002330,BAD,Q92934
ENSG00000144381,HSPD1,P10809,ENSG00000101213,PTK6,Q13882
ENSG00000144381,HSPD1,P10809,ENSG00000204348,DXO,O77932
ENSG00000144381,HSPD1,P10809,ENSG00000067369,TP53BP1,Q12888
ENSG00000144381,HSPD1,P10809,ENSG00000106571,GLI3,P10071
ENSG00000144381,HSPD1,P10809,ENSG00000172243,CLEC7A,Q9BXN2
ENSG00000144381,HSPD1,P10809,ENSG00000124813,RUNX2,Q13950
ENSG00000144381,HSPD1,P10809,ENSG00000100345,MYH9,P35579
ENSG00000144381,HSPD1,P10809,ENSG00000160789,LMNA,P02545
ENSG00000144381,HSPD1,P10809,ENSG00000197386,HTT,P42858
ENSG00000106211,HSPB1,P04792,ENSG00000232388,SMIM26,A0A096LP01
ENSG00000144381,HSPD1,P10809,ENSG00000109320,NFKB1,P19838
ENSG00000144381,HSPD1,P10809,ENSG00000167552,TUBA1A,Q71U36
ENSG00000144381,HSPD1,P10809,ENSG00000105568,PPP2R1A,P30153
ENSG00000144381,HSPD1,P10809,ENSG00000136869,TLR4,O00206
ENSG00000144381,HSPD1,P10809,ENSG00000153201,RANBP2,P49792
ENSG00000144381,HSPD1,P10809,ENSG00000132535,DLG4,P78352
ENSG00000144381,HSPD1,P10809,ENSG00000061938,TNK2,Q07912
ENSG00000144381,HSPD1,P10809,ENSG00000001626,CFTR,P13569
ENSG00000144381,HSPD1,P10809,ENSG00000107485,GATA3,P23771
ENSG00000144381,HSPD1,P10809,ENSG00000269335,IKBKG,Q9Y6K9
ENSG00000144381,HSPD1,P10809,ENSG00000135486,HNRNPA1,P09651
ENSG00000144381,HSPD1,P10809,ENSG00000115966,ATF2,P15336
ENSG00000144381,HSPD1,P10809,ENSG00000196419,XRCC6,P12956
ENSG00000144381,HSPD1,P10809,ENSG00000123908,AGO2,Q9UKV8
ENSG00000106211,HSPB1,P04792,ENSG00000083838,ZNF446,Q9NWS9
ENSG00000106211,HSPB1,P04792,ENSG00000244752,CRYBB2,P43320
ENSG00000106211,HSPB1,P04792,ENSG00000185962,LCE3A,Q5TA76
ENSG00000100209,HSCB,Q8IWL3,ENSG00000104884,ERCC2,P18074
ENSG00000100209,HSCB,Q8IWL3,ENSG00000102882,MAPK3,P27361
ENSG00000100209,HSCB,Q8IWL3,ENSG00000087088,BAX,Q07812
ENSG00000106211,HSPB1,P04792,ENSG00000125508,SRMS,Q9H3Y6
ENSG00000106211,HSPB1,P04792,ENSG00000255833,TIFAB,Q6ZNK6
ENSG00000106211,HSPB1,P04792,ENSG00000151503,NCAPD3,P42695
ENSG00000106211,HSPB1,P04792,ENSG00000006837,CDKL3,Q8IVW4
ENSG00000106211,HSPB1,P04792,ENSG00000116922,AIRIM,Q9NX04
ENSG00000106211,HSPB1,P04792,ENSG00000171763,AFG2B,Q9BVQ7
ENSG00000106211,HSPB1,P04792,ENSG00000163581,SLC2A2,P11168
ENSG00000106211,HSPB1,P04792,ENSG00000108679,LGALS3BP,Q08380
ENSG00000106211,HSPB1,P04792,ENSG00000162194,LBHD1,Q9BQE6
ENSG00000106211,HSPB1,P04792,ENSG00000163645,ERICH6,Q7L0X2
ENSG00000106211,HSPB1,P04792,ENSG00000106013,ANKRD7,Q92527
ENSG00000106211,HSPB1,P04792,ENSG00000153498,SPACA7,Q96KW9
ENSG00000106211,HSPB1,P04792,ENSG00000123171,CCDC70,Q6NSX1
ENSG00000106211,HSPB1,P04792,ENSG00000172717,GARIN2,Q8N9W8
ENSG00000106211,HSPB1,P04792,ENSG00000177994,CIMIP6,Q8N5S3
ENSG00000106211,HSPB1,P04792,ENSG00000274808,TBC1D3B,A6NDS4
ENSG00000106211,HSPB1,P04792,ENSG00000119314,PTBP3,O95758
ENSG00000106211,HSPB1,P04792,ENSG00000140259,MFAP1,P55081
ENSG00000106211,HSPB1,P04792,ENSG00000123154,WDR83,Q9BRX9
ENSG00000106211,HSPB1,P04792,ENSG00000160202,CRYAA,P02489
ENSG00000106211,HSPB1,P04792,ENSG00000266967,AARSD1,Q9BTE6
ENSG00000106211,HSPB1,P04792,ENSG00000133124,IRS4,O14654
ENSG00000144381,HSPD1,P10809,ENSG00000116478,HDAC1,Q13547
ENSG00000144381,HSPD1,P10809,ENSG00000136997,MYC,P01106
ENSG00000144381,HSPD1,P10809,ENSG00000182866,LCK,P06239
ENSG00000144381,HSPD1,P10809,ENSG00000068078,FGFR3,P22607
ENSG00000144381,HSPD1,P10809,ENSG00000175387,SMAD2,Q15796
ENSG00000144381,HSPD1,P10809,ENSG00000196591,HDAC2,Q92769
ENSG00000144381,HSPD1,P10809,ENSG00000164924,YWHAZ,P63104
ENSG00000144381,HSPD1,P10809,ENSG00000143384,MCL1,Q07820
ENSG00000106211,HSPB1,P04792,ENSG00000105676,ARMC6,Q6NXE6
ENSG00000106211,HSPB1,P04792,ENSG00000160208,RRP1B,Q14684
ENSG00000106211,HSPB1,P04792,ENSG00000160796,NBEAL2,Q6ZNJ1
ENSG00000106211,HSPB1,P04792,ENSG00000189367,KIAA0408,Q6ZU52
ENSG00000106211,HSPB1,P04792,ENSG00000089022,MAPKAPK5,Q8IW41
ENSG00000106211,HSPB1,P04792,ENSG00000185800,DMWD,Q09019
ENSG00000106211,HSPB1,P04792,ENSG00000008382,MPND,Q8N594
ENSG00000106211,HSPB1,P04792,ENSG00000180964,TCEAL8,Q8IYN2
ENSG00000106211,HSPB1,P04792,ENSG00000277462,ZNF670,Q9BS34
ENSG00000106211,HSPB1,P04792,ENSG00000158246,TENT5B,Q96A09
ENSG00000106211,HSPB1,P04792,ENSG00000130244,FAM98C,Q17RN3
ENSG00000106211,HSPB1,P04792,ENSG00000138439,FAM117B,Q6P1L5
ENSG00000106211,HSPB1,P04792,ENSG00000165171,METTL27,Q8N6F8
ENSG00000106211,HSPB1,P04792,ENSG00000164743,C8orf48,Q96LL4
ENSG00000106211,HSPB1,P04792,ENSG00000183304,FAM9A,Q8IZU1
ENSG00000106211,HSPB1,P04792,ENSG00000183640,KRTAP8-1,Q8IUC2
ENSG00000106211,HSPB1,P04792,ENSG00000240432,KRTAP13-3,Q3SY46
ENSG00000106211,HSPB1,P04792,ENSG00000244362,KRTAP19-7,Q3SYF9
ENSG00000106211,HSPB1,P04792,ENSG00000129245,FXR2,P51116
ENSG00000106211,HSPB1,P04792,ENSG00000152953,STK32B,Q9NY57
ENSG00000106211,HSPB1,P04792,ENSG00000143479,DYRK3,O43781
ENSG00000106211,HSPB1,P04792,ENSG00000198355,PIM3,Q86V86
ENSG00000106211,HSPB1,P04792,ENSG00000121101,TEX14,Q8IWB6
ENSG00000106211,HSPB1,P04792,ENSG00000175087,PDIK1L,Q8N165
ENSG00000106211,HSPB1,P04792,ENSG00000197019,SERTAD1,Q9UHV2
ENSG00000106211,HSPB1,P04792,ENSG00000170276,HSPB2,Q16082
ENSG00000106211,HSPB1,P04792,ENSG00000004776,HSPB6,O14558
ENSG00000106211,HSPB1,P04792,ENSG00000086848,ALG9,Q9H6U8
ENSG00000106211,HSPB1,P04792,ENSG00000123427,EEF1AKMT3,Q96AZ1
ENSG00000106211,HSPB1,P04792,ENSG00000130751,NPAS1,Q99742
ENSG00000106211,HSPB1,P04792,ENSG00000145375,AFG2A,Q8NB90
ENSG00000106211,HSPB1,P04792,ENSG00000148339,SLC25A25,Q6KCM7
ENSG00000106211,HSPB1,P04792,ENSG00000119953,SMNDC1,O75940
ENSG00000106211,HSPB1,P04792,ENSG00000058673,ZC3H11A,O75152
ENSG00000106211,HSPB1,P04792,ENSG00000196562,SULF2,Q8IWU5
ENSG00000106211,HSPB1,P04792,ENSG00000130638,ATXN10,Q9UBB4
ENSG00000106211,HSPB1,P04792,ENSG00000170627,GTSF1,Q8WW33
ENSG00000106211,HSPB1,P04792,ENSG00000175265,GOLGA8A,A7E2F4
ENSG00000106211,HSPB1,P04792,ENSG00000168724,DNAJC21,Q5F1R6
ENSG00000106211,HSPB1,P04792,ENSG00000135698,MPHOSPH6,Q99547
ENSG00000106211,HSPB1,P04792,ENSG00000101189,MRGBP,Q9NV56
ENSG00000106211,HSPB1,P04792,ENSG00000152669,CCNO,P22674
ENSG00000106211,HSPB1,P04792,ENSG00000166946,CCNDBP1,O95273
ENSG00000106211,HSPB1,P04792,ENSG00000172262,ZNF131,P52739
ENSG00000106211,HSPB1,P04792,ENSG00000005175,RPAP3,Q9H6T3
ENSG00000106211,HSPB1,P04792,ENSG00000188895,MSL1,Q68DK7
ENSG00000106211,HSPB1,P04792,ENSG00000092203,TOX4,O94842
ENSG00000106211,HSPB1,P04792,ENSG00000107672,NSMCE4A,Q9NXX6
ENSG00000106211,HSPB1,P04792,ENSG00000188234,AGAP4,Q96P64
ENSG00000106211,HSPB1,P04792,ENSG00000136636,KCTD3,Q9Y597
ENSG00000106211,HSPB1,P04792,ENSG00000128891,CCDC32,Q9BV29
